Group,Bin_group,product,pre_reading,post_reading,worker_id,age,gender,education,income
LC,C,camera,47,45,A3737WAE5ECT0M,36-45,Female,Bachelors,"$100,001 - $200,000"
LC,C,headphone,45,47,A3737WAE5ECT0M,36-45,Female,Bachelors,"$100,001 - $200,000"
LC,C,laptop,46,45,A3737WAE5ECT0M,36-45,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,48,48,A378DVZDTWCGQ7,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,49,49,A378DVZDTWCGQ7,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,48,48,A378DVZDTWCGQ7,26-35,Female,Bachelors,"$100,001 - $200,000"
LC,C,camera,34,31,A37JC45Y9GLSA7,18-25,Male,High school/GED,"$100,001 - $200,000"
LC,C,headphone,27,29,A37JC45Y9GLSA7,18-25,Male,High school/GED,"$100,001 - $200,000"
LC,C,laptop,30,30,A37JC45Y9GLSA7,18-25,Male,High school/GED,"$100,001 - $200,000"
LC,C,camera,44,50,A37O30WLLHE8QT,56+,Female,Bachelors,"0 - $100,000"
LC,C,headphone,45,50,A37O30WLLHE8QT,56+,Female,Bachelors,"0 - $100,000"
LC,C,laptop,38,50,A37O30WLLHE8QT,56+,Female,Bachelors,"0 - $100,000"
LC,C,camera,46,36,A37OW71AEYVEDM,56+,Female,High school/GED,"0 - $100,000"
LC,C,headphone,17,19,A37OW71AEYVEDM,56+,Female,High school/GED,"0 - $100,000"
LC,C,laptop,23,15,A37OW71AEYVEDM,56+,Female,High school/GED,"0 - $100,000"
LC,C,camera,48,42,A37XVDGVAEI7F,26-35,Female,High school/GED,"0 - $100,000"
LC,C,headphone,50,48,A37XVDGVAEI7F,26-35,Female,High school/GED,"0 - $100,000"
LC,C,laptop,48,47,A37XVDGVAEI7F,26-35,Female,High school/GED,"0 - $100,000"
LC,C,camera,43,48,A384EFVY03N5KE,46-55,Male,Masters,"0 - $100,000"
LC,C,headphone,43,48,A384EFVY03N5KE,46-55,Male,Masters,"0 - $100,000"
LC,C,laptop,44,48,A384EFVY03N5KE,46-55,Male,Masters,"0 - $100,000"
T,T,camera,37,34,A38AF7RJM28PGX,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,34,31,A38AF7RJM28PGX,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,47,47,A38AF7RJM28PGX,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,40,38,A38IDQ8FIODN3M,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,42,42,A38IDQ8FIODN3M,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,41,40,A38IDQ8FIODN3M,26-35,Male,Bachelors,"$200,001 - $300,000"
LC,C,camera,38,35,A38Z7Q3V5E2Q70,26-35,Female,Masters,"$100,001 - $200,000"
LC,C,headphone,35,31,A38Z7Q3V5E2Q70,26-35,Female,Masters,"$100,001 - $200,000"
LC,C,laptop,35,36,A38Z7Q3V5E2Q70,26-35,Female,Masters,"$100,001 - $200,000"
T,T,camera,41,50,A38ZLHQKD09JMM,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,45,45,A38ZLHQKD09JMM,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,39,45,A38ZLHQKD09JMM,36-45,Male,Bachelors,"$100,001 - $200,000"
LC,C,camera,39,39,A39BR7NYRDWC01,26-35,Female,Bachelors,"0 - $100,000"
LC,C,headphone,47,36,A39BR7NYRDWC01,26-35,Female,Bachelors,"0 - $100,000"
LC,C,laptop,44,29,A39BR7NYRDWC01,26-35,Female,Bachelors,"0 - $100,000"
LC,C,camera,39,44,A39EK8JWTNRLG,26-35,Female,High school/GED,"0 - $100,000"
LC,C,headphone,40,43,A39EK8JWTNRLG,26-35,Female,High school/GED,"0 - $100,000"
LC,C,laptop,34,41,A39EK8JWTNRLG,26-35,Female,High school/GED,"0 - $100,000"
LC,C,camera,40,36,A39GP79ULCP9J2,46-55,Female,Bachelors,"0 - $100,000"
LC,C,headphone,39,38,A39GP79ULCP9J2,46-55,Female,Bachelors,"0 - $100,000"
LC,C,laptop,43,42,A39GP79ULCP9J2,46-55,Female,Bachelors,"0 - $100,000"
HC,C,camera,40,45,A39K4JNYDU0QMJ,56+,Female,Bachelors,"0 - $100,000"
HC,C,headphone,45,45,A39K4JNYDU0QMJ,56+,Female,Bachelors,"0 - $100,000"
HC,C,laptop,41,42,A39K4JNYDU0QMJ,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,49,49,A3A6BVDDO2M1C9,26-35,Male,Masters,"0 - $100,000"
T,T,headphone,49,50,A3A6BVDDO2M1C9,26-35,Male,Masters,"0 - $100,000"
T,T,laptop,49,46,A3A6BVDDO2M1C9,26-35,Male,Masters,"0 - $100,000"
T,T,camera,32,42,A3ADQ2RLQNJQDU,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,44,48,A3ADQ2RLQNJQDU,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,42,A3ADQ2RLQNJQDU,36-45,Female,High school/GED,"0 - $100,000"
T,T,camera,41,44,A3AJX33U1PQENS,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,41,44,A3AJX33U1PQENS,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,41,40,A3AJX33U1PQENS,46-55,Female,High school/GED,"0 - $100,000"
HC,C,camera,29,32,A3AT9S1CF9QV4K,56+,Male,Bachelors,"0 - $100,000"
HC,C,headphone,30,33,A3AT9S1CF9QV4K,56+,Male,Bachelors,"0 - $100,000"
HC,C,laptop,40,40,A3AT9S1CF9QV4K,56+,Male,Bachelors,"0 - $100,000"
T,T,camera,37,36,A3AVXENAW75JXS,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,31,29,A3AVXENAW75JXS,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,39,39,A3AVXENAW75JXS,56+,Female,Bachelors,"0 - $100,000"
HC,C,camera,48,47,A3B2E83YBR3L6E,46-55,Male,Bachelors,"$300,001 - $500,000"
HC,C,headphone,49,48,A3B2E83YBR3L6E,46-55,Male,Bachelors,"$300,001 - $500,000"
HC,C,laptop,48,47,A3B2E83YBR3L6E,46-55,Male,Bachelors,"$300,001 - $500,000"
T,T,camera,50,50,A3BP890CXV4UMN,46-55,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,50,50,A3BP890CXV4UMN,46-55,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,41,41,A3BP890CXV4UMN,46-55,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,41,44,A3BS891GDX2MZS,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,38,38,A3BS891GDX2MZS,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,39,38,A3BS891GDX2MZS,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,camera,33,34,A3CB5YPZ1UAHVV,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,36,36,A3CB5YPZ1UAHVV,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,30,34,A3CB5YPZ1UAHVV,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,49,45,A3CI6IJQJQHAJ0,18-25,Male,High school/GED,"0 - $100,000"
T,T,headphone,5,5,A3CI6IJQJQHAJ0,18-25,Male,High school/GED,"0 - $100,000"
T,T,laptop,50,50,A3CI6IJQJQHAJ0,18-25,Male,High school/GED,"0 - $100,000"
T,T,camera,32,36,A3CLBF224TRYC9,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,32,27,A3CLBF224TRYC9,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,29,31,A3CLBF224TRYC9,36-45,Male,High school/GED,"0 - $100,000"
T,T,camera,44,47,A3CNIS2UZB4Y2W,46-55,Female,Masters,"0 - $100,000"
T,T,headphone,45,47,A3CNIS2UZB4Y2W,46-55,Female,Masters,"0 - $100,000"
T,T,laptop,47,47,A3CNIS2UZB4Y2W,46-55,Female,Masters,"0 - $100,000"
LC,C,camera,37,35,A3CZ0MDXO3PLW9,36-45,Female,Bachelors,"$500,001 - $1,000,000"
LC,C,headphone,42,38,A3CZ0MDXO3PLW9,36-45,Female,Bachelors,"$500,001 - $1,000,000"
LC,C,laptop,41,39,A3CZ0MDXO3PLW9,36-45,Female,Bachelors,"$500,001 - $1,000,000"
LC,C,camera,50,49,A3D4BSK9HVPG9E,18-25,Male,Bachelors,"0 - $100,000"
LC,C,headphone,50,50,A3D4BSK9HVPG9E,18-25,Male,Bachelors,"0 - $100,000"
LC,C,laptop,50,50,A3D4BSK9HVPG9E,18-25,Male,Bachelors,"0 - $100,000"
LC,C,camera,50,50,A3DHPQ740IWFP4,18-25,Male,High school/GED,"0 - $100,000"
LC,C,headphone,40,40,A3DHPQ740IWFP4,18-25,Male,High school/GED,"0 - $100,000"
LC,C,laptop,45,45,A3DHPQ740IWFP4,18-25,Male,High school/GED,"0 - $100,000"
T,T,camera,29,27,A3DWJ9B0KKL9L1,18-25,Female,High school/GED,Prefer not to say
T,T,headphone,27,33,A3DWJ9B0KKL9L1,18-25,Female,High school/GED,Prefer not to say
T,T,laptop,28,35,A3DWJ9B0KKL9L1,18-25,Female,High school/GED,Prefer not to say
T,T,camera,33,29,A3EGZJ3AXN3NFT,46-55,Female,Bachelors,"0 - $100,000"
T,T,headphone,42,27,A3EGZJ3AXN3NFT,46-55,Female,Bachelors,"0 - $100,000"
T,T,laptop,41,37,A3EGZJ3AXN3NFT,46-55,Female,Bachelors,"0 - $100,000"
LC,C,camera,48,48,A3F08RS1DXP8PN,26-35,Female,Bachelors,"0 - $100,000"
LC,C,headphone,50,50,A3F08RS1DXP8PN,26-35,Female,Bachelors,"0 - $100,000"
LC,C,laptop,34,30,A3F08RS1DXP8PN,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,38,50,A3F1SO6HO48A0E,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,50,50,A3F1SO6HO48A0E,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,32,46,A3F1SO6HO48A0E,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,39,43,A3F2UUP5LDLESJ,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,41,44,A3F2UUP5LDLESJ,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,35,47,A3F2UUP5LDLESJ,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,48,50,A3F51C49T9A34D,46-55,Male,Masters,"0 - $100,000"
T,T,headphone,48,50,A3F51C49T9A34D,46-55,Male,Masters,"0 - $100,000"
T,T,laptop,50,50,A3F51C49T9A34D,46-55,Male,Masters,"0 - $100,000"
HC,C,camera,41,44,A3F6GBJ8IAZDE6,36-45,Female,Bachelors,"0 - $100,000"
HC,C,headphone,41,47,A3F6GBJ8IAZDE6,36-45,Female,Bachelors,"0 - $100,000"
HC,C,laptop,35,41,A3F6GBJ8IAZDE6,36-45,Female,Bachelors,"0 - $100,000"
HC,C,camera,50,50,A3F8RP193M37U9,36-45,Female,High school/GED,"0 - $100,000"
HC,C,headphone,50,50,A3F8RP193M37U9,36-45,Female,High school/GED,"0 - $100,000"
HC,C,laptop,45,41,A3F8RP193M37U9,36-45,Female,High school/GED,"0 - $100,000"
T,T,camera,37,20,A3FNLMLEY6N42O,46-55,Female,Bachelors,"0 - $100,000"
T,T,headphone,33,34,A3FNLMLEY6N42O,46-55,Female,Bachelors,"0 - $100,000"
T,T,laptop,36,34,A3FNLMLEY6N42O,46-55,Female,Bachelors,"0 - $100,000"
LC,C,camera,42,40,A3FXZ3XO92SJMS,26-35,Female,Bachelors,"0 - $100,000"
LC,C,headphone,38,37,A3FXZ3XO92SJMS,26-35,Female,Bachelors,"0 - $100,000"
LC,C,laptop,40,42,A3FXZ3XO92SJMS,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,50,50,A3G1X3IP2VM4IK,26-35,Female,High school/GED,"0 - $100,000"
T,T,headphone,47,50,A3G1X3IP2VM4IK,26-35,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,50,A3G1X3IP2VM4IK,26-35,Female,High school/GED,"0 - $100,000"
T,T,camera,36,31,A3G3TIX6FEMN8R,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,31,34,A3G3TIX6FEMN8R,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,32,36,A3G3TIX6FEMN8R,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,46,45,A3GIQL92RQFN66,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,headphone,43,46,A3GIQL92RQFN66,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,laptop,42,45,A3GIQL92RQFN66,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,camera,40,46,A3GPYCHKB2KDLC,56+,Male,Masters,"0 - $100,000"
T,T,headphone,45,45,A3GPYCHKB2KDLC,56+,Male,Masters,"0 - $100,000"
T,T,laptop,50,50,A3GPYCHKB2KDLC,56+,Male,Masters,"0 - $100,000"
T,T,camera,39,37,A3GTPW3MYSLMR7,36-45,Female,Bachelors,"0 - $100,000"
T,T,headphone,40,38,A3GTPW3MYSLMR7,36-45,Female,Bachelors,"0 - $100,000"
T,T,laptop,38,38,A3GTPW3MYSLMR7,36-45,Female,Bachelors,"0 - $100,000"
HC,C,camera,48,46,A3H6LPZKZ3PG19,46-55,Female,Masters,"$200,001 - $300,000"
HC,C,headphone,45,49,A3H6LPZKZ3PG19,46-55,Female,Masters,"$200,001 - $300,000"
HC,C,laptop,39,46,A3H6LPZKZ3PG19,46-55,Female,Masters,"$200,001 - $300,000"
T,T,camera,43,39,A3HCZ7N6USK7PH,18-25,Male,Bachelors,"0 - $100,000"
T,T,headphone,40,40,A3HCZ7N6USK7PH,18-25,Male,Bachelors,"0 - $100,000"
T,T,laptop,41,42,A3HCZ7N6USK7PH,18-25,Male,Bachelors,"0 - $100,000"
T,T,camera,42,43,A3HG1IN2Q21HXL,18-25,Male,Bachelors,"0 - $100,000"
T,T,headphone,45,38,A3HG1IN2Q21HXL,18-25,Male,Bachelors,"0 - $100,000"
T,T,laptop,40,37,A3HG1IN2Q21HXL,18-25,Male,Bachelors,"0 - $100,000"
T,T,camera,49,50,A3HSFRJPM3E89Z,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,39,44,A3HSFRJPM3E89Z,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,42,45,A3HSFRJPM3E89Z,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,40,41,A3HT6YYXPBRKN3,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,35,30,A3HT6YYXPBRKN3,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,40,40,A3HT6YYXPBRKN3,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,39,36,A3HUO65NO771QNB,26-35,Female,High school/GED,"0 - $100,000"
T,T,headphone,30,30,A3HUO65NO771QNB,26-35,Female,High school/GED,"0 - $100,000"
T,T,laptop,30,30,A3HUO65NO771QNB,26-35,Female,High school/GED,"0 - $100,000"
LC,C,camera,47,48,A3HZV59HR55BN,46-55,Female,Masters,"$200,001 - $300,000"
LC,C,headphone,48,47,A3HZV59HR55BN,46-55,Female,Masters,"$200,001 - $300,000"
LC,C,laptop,48,48,A3HZV59HR55BN,46-55,Female,Masters,"$200,001 - $300,000"
T,T,camera,36,29,A3I1YVPX6OC0Q9,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,33,30,A3I1YVPX6OC0Q9,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,38,35,A3I1YVPX6OC0Q9,26-35,Male,Bachelors,"0 - $100,000"
LC,C,camera,44,36,A3IB7YJHP04OHI,56+,Female,High school/GED,"0 - $100,000"
LC,C,headphone,39,37,A3IB7YJHP04OHI,56+,Female,High school/GED,"0 - $100,000"
LC,C,laptop,44,45,A3IB7YJHP04OHI,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,27,25,A3IGZYNVHK9L0Z,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,24,24,A3IGZYNVHK9L0Z,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,26,23,A3IGZYNVHK9L0Z,26-35,Female,Bachelors,"0 - $100,000"
HC,C,camera,43,41,A3IMJP7OZSFCQ9,,Male,Bachelors,"0 - $100,000"
HC,C,headphone,40,33,A3IMJP7OZSFCQ9,,Male,Bachelors,"0 - $100,000"
HC,C,laptop,42,40,A3IMJP7OZSFCQ9,,Male,Bachelors,"0 - $100,000"
T,T,camera,42,40,A3IZD195N57S31,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,42,39,A3IZD195N57S31,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,35,28,A3IZD195N57S31,36-45,Male,High school/GED,"0 - $100,000"
T,T,camera,33,33,A3J09GEGBB2B8V,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,30,32,A3J09GEGBB2B8V,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,25,25,A3J09GEGBB2B8V,36-45,Female,High school/GED,"0 - $100,000"
HC,C,camera,44,48,A3J7AUV9JGXHQJ,26-35,Male,Masters,"$300,001 - $500,000"
HC,C,headphone,45,42,A3J7AUV9JGXHQJ,26-35,Male,Masters,"$300,001 - $500,000"
HC,C,laptop,48,45,A3J7AUV9JGXHQJ,26-35,Male,Masters,"$300,001 - $500,000"
T,T,camera,43,42,A3JAENCLOQRECC,26-35,Female,Bachelors,Prefer not to say
T,T,headphone,43,42,A3JAENCLOQRECC,26-35,Female,Bachelors,Prefer not to say
T,T,laptop,44,44,A3JAENCLOQRECC,26-35,Female,Bachelors,Prefer not to say
T,T,camera,32,28,A3JCE26B4UHBCH,26-35,Female,High school/GED,"0 - $100,000"
T,T,headphone,33,33,A3JCE26B4UHBCH,26-35,Female,High school/GED,"0 - $100,000"
T,T,laptop,30,27,A3JCE26B4UHBCH,26-35,Female,High school/GED,"0 - $100,000"
T,T,camera,49,50,A3JV54EH1LEK4H,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,49,48,A3JV54EH1LEK4H,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,49,50,A3JV54EH1LEK4H,26-35,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,camera,25,25,A3KW8XFFLI5TO5,18-25,Female,Bachelors,"0 - $100,000"
LC,C,headphone,25,25,A3KW8XFFLI5TO5,18-25,Female,Bachelors,"0 - $100,000"
LC,C,laptop,25,25,A3KW8XFFLI5TO5,18-25,Female,Bachelors,"0 - $100,000"
LC,C,camera,37,43,A3L2PTNBOC5R5E,26-35,Female,Bachelors,"0 - $100,000"
LC,C,headphone,43,46,A3L2PTNBOC5R5E,26-35,Female,Bachelors,"0 - $100,000"
LC,C,laptop,41,42,A3L2PTNBOC5R5E,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,39,47,A3LIE6Q2EGABU6,56+,Male,High school/GED,"0 - $100,000"
T,T,headphone,37,28,A3LIE6Q2EGABU6,56+,Male,High school/GED,"0 - $100,000"
T,T,laptop,37,37,A3LIE6Q2EGABU6,56+,Male,High school/GED,"0 - $100,000"
T,T,camera,34,30,A3LJVOLPL3C37F,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,headphone,35,35,A3LJVOLPL3C37F,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,laptop,45,45,A3LJVOLPL3C37F,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,camera,30,32,A3M04VPUDOWD8C,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,40,40,A3M04VPUDOWD8C,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,35,40,A3M04VPUDOWD8C,26-35,Male,Bachelors,"$100,001 - $200,000"
LC,C,camera,35,32,A3MHQ9QRKLWMA8,56+,Female,Bachelors,Prefer not to say
LC,C,headphone,49,49,A3MHQ9QRKLWMA8,56+,Female,Bachelors,Prefer not to say
LC,C,laptop,30,28,A3MHQ9QRKLWMA8,56+,Female,Bachelors,Prefer not to say
T,T,camera,45,45,A3MKQ62CNO0MM8,46-55,Male,Bachelors,"0 - $100,000"
T,T,headphone,43,45,A3MKQ62CNO0MM8,46-55,Male,Bachelors,"0 - $100,000"
T,T,laptop,41,43,A3MKQ62CNO0MM8,46-55,Male,Bachelors,"0 - $100,000"
LC,C,camera,41,40,A3MPRLOQP8D3DL,36-45,Male,Doctorate,"0 - $100,000"
LC,C,headphone,39,43,A3MPRLOQP8D3DL,36-45,Male,Doctorate,"0 - $100,000"
LC,C,laptop,31,30,A3MPRLOQP8D3DL,36-45,Male,Doctorate,"0 - $100,000"
T,T,camera,30,31,A3MUG02LJ4BM9F,18-25,Male,Bachelors,"0 - $100,000"
T,T,headphone,32,29,A3MUG02LJ4BM9F,18-25,Male,Bachelors,"0 - $100,000"
T,T,laptop,30,30,A3MUG02LJ4BM9F,18-25,Male,Bachelors,"0 - $100,000"
T,T,camera,42,40,A3MYQGYGHTZVCP,56+,Male,Bachelors,"0 - $100,000"
T,T,headphone,28,31,A3MYQGYGHTZVCP,56+,Male,Bachelors,"0 - $100,000"
T,T,laptop,27,26,A3MYQGYGHTZVCP,56+,Male,Bachelors,"0 - $100,000"
LC,C,camera,48,46,A3NFGEUZAH9V5G,36-45,Male,High school/GED,"0 - $100,000"
LC,C,headphone,46,47,A3NFGEUZAH9V5G,36-45,Male,High school/GED,"0 - $100,000"
LC,C,laptop,48,49,A3NFGEUZAH9V5G,36-45,Male,High school/GED,"0 - $100,000"
T,T,camera,28,26,A3NG205QJ48IM4,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,34,24,A3NG205QJ48IM4,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,40,32,A3NG205QJ48IM4,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,50,50,A3NPCYS2347H0F,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,47,50,A3NPCYS2347H0F,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,46,46,A3NPCYS2347H0F,36-45,Female,High school/GED,"0 - $100,000"
LC,C,camera,44,48,A3NQCQFCEMUSUO,56+,Male,High school/GED,"0 - $100,000"
LC,C,headphone,47,48,A3NQCQFCEMUSUO,56+,Male,High school/GED,"0 - $100,000"
LC,C,laptop,46,50,A3NQCQFCEMUSUO,56+,Male,High school/GED,"0 - $100,000"
T,T,camera,45,49,A3NWBPLKSJJH7V,18-25,Female,High school/GED,"0 - $100,000"
T,T,headphone,45,46,A3NWBPLKSJJH7V,18-25,Female,High school/GED,"0 - $100,000"
T,T,laptop,46,47,A3NWBPLKSJJH7V,18-25,Female,High school/GED,"0 - $100,000"
HC,C,camera,39,41,A3O0BM2E989APX,56+,Male,Bachelors,"0 - $100,000"
HC,C,headphone,43,42,A3O0BM2E989APX,56+,Male,Bachelors,"0 - $100,000"
HC,C,laptop,38,39,A3O0BM2E989APX,56+,Male,Bachelors,"0 - $100,000"
T,T,camera,44,44,A3O9OTN4KQ6MT,36-45,Male,Masters,"0 - $100,000"
T,T,headphone,41,47,A3O9OTN4KQ6MT,36-45,Male,Masters,"0 - $100,000"
T,T,laptop,47,47,A3O9OTN4KQ6MT,36-45,Male,Masters,"0 - $100,000"
HC,C,camera,43,43,A3OM2ZQ7FUDTIN,18-25,Male,Bachelors,"0 - $100,000"
HC,C,headphone,41,42,A3OM2ZQ7FUDTIN,18-25,Male,Bachelors,"0 - $100,000"
HC,C,laptop,39,44,A3OM2ZQ7FUDTIN,18-25,Male,Bachelors,"0 - $100,000"
HC,C,camera,50,50,A3OOR33OUBH9QQ,26-35,Male,Masters,"$100,001 - $200,000"
HC,C,headphone,46,37,A3OOR33OUBH9QQ,26-35,Male,Masters,"$100,001 - $200,000"
HC,C,laptop,50,46,A3OOR33OUBH9QQ,26-35,Male,Masters,"$100,001 - $200,000"
T,T,camera,35,31,A3OVS29S2TYBQR,26-35,Female,Masters,"$500,001 - $1,000,000"
T,T,headphone,34,31,A3OVS29S2TYBQR,26-35,Female,Masters,"$500,001 - $1,000,000"
T,T,laptop,33,31,A3OVS29S2TYBQR,26-35,Female,Masters,"$500,001 - $1,000,000"
LC,C,camera,35,31,A3OZ3ZUUGTX29P,26-35,Non-binary,Bachelors,"0 - $100,000"
LC,C,headphone,9,10,A3OZ3ZUUGTX29P,26-35,Non-binary,Bachelors,"0 - $100,000"
LC,C,laptop,25,25,A3OZ3ZUUGTX29P,26-35,Non-binary,Bachelors,"0 - $100,000"
T,T,camera,50,50,A3PE6Y84HH8AKG,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,50,44,A3PE6Y84HH8AKG,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,50,47,A3PE6Y84HH8AKG,26-35,Male,Bachelors,"0 - $100,000"
HC,C,camera,40,40,A3PI5FW6I9IXLT,26-35,Female,Bachelors,"$100,001 - $200,000"
HC,C,headphone,40,50,A3PI5FW6I9IXLT,26-35,Female,Bachelors,"$100,001 - $200,000"
HC,C,laptop,40,50,A3PI5FW6I9IXLT,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,46,46,A3PIHDC8LXVQ4H,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,47,47,A3PIHDC8LXVQ4H,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,47,50,A3PIHDC8LXVQ4H,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,37,39,A3Q4IMJ0LCLNPY,36-45,Male,Masters,"0 - $100,000"
T,T,headphone,42,38,A3Q4IMJ0LCLNPY,36-45,Male,Masters,"0 - $100,000"
T,T,laptop,38,39,A3Q4IMJ0LCLNPY,36-45,Male,Masters,"0 - $100,000"
T,T,camera,31,30,A3Q9H7A8J8GR01,36-45,Female,Bachelors,"$1,000,000+"
T,T,headphone,30,30,A3Q9H7A8J8GR01,36-45,Female,Bachelors,"$1,000,000+"
T,T,laptop,33,35,A3Q9H7A8J8GR01,36-45,Female,Bachelors,"$1,000,000+"
T,T,camera,38,47,A3QJ8NM1LLF6OO,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,40,42,A3QJ8NM1LLF6OO,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,44,46,A3QJ8NM1LLF6OO,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,42,42,A3QJ9YNLLZCB9K,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,39,37,A3QJ9YNLLZCB9K,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,34,33,A3QJ9YNLLZCB9K,46-55,Female,High school/GED,"0 - $100,000"
T,T,camera,42,41,A3QNSOORS63W0D,26-35,Female,Masters,"0 - $100,000"
T,T,headphone,29,40,A3QNSOORS63W0D,26-35,Female,Masters,"0 - $100,000"
T,T,laptop,39,44,A3QNSOORS63W0D,26-35,Female,Masters,"0 - $100,000"
T,T,camera,45,45,A3QUWIT972BYUH,56+,Female,Masters,"$100,001 - $200,000"
T,T,headphone,49,49,A3QUWIT972BYUH,56+,Female,Masters,"$100,001 - $200,000"
T,T,laptop,43,49,A3QUWIT972BYUH,56+,Female,Masters,"$100,001 - $200,000"
T,T,camera,39,41,A3R2WNJ4LWVX6E,18-25,Female,High school/GED,"0 - $100,000"
T,T,headphone,26,19,A3R2WNJ4LWVX6E,18-25,Female,High school/GED,"0 - $100,000"
T,T,laptop,38,20,A3R2WNJ4LWVX6E,18-25,Female,High school/GED,"0 - $100,000"
T,T,camera,44,40,A3R4489KD8RIY6,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,42,40,A3R4489KD8RIY6,26-35,Male,Bachelors,"$200,001 - $300,000"
